idx,d0,d1,d2,maqaf,paseq,break
46.18.6,לבן,לָבָן,לָבָ֖ן,,False,
46.18.7,ללאה,לְלֵאָה,לְלֵאָ֣ה,,False,
46.18.8,בתו,בִתּוֹ,בִתּ֑וֹ,,False,
46.18.9,ותלד,וַתֵּלֶד,וַתֵּ֤לֶד,,False,
46.18.10,את,אֶת,אֶת,"(1, 2)",False,
46.18.11,אלה,אֵלֶּה,אֵ֙לֶּה֙,"(2, 2)",False,
46.18.12,ליעקב,לְיַעֲקֹב,לְיַעֲקֹ֔ב,,False,
46.18.13,שש,שֵׁשׁ,שֵׁ֥שׁ,,False,
46.18.14,עשרה,עֶשְׂרֵה,עֶשְׂרֵ֖ה,,False,
46.18.15,נפש,נָפֶשׁ׃,נָֽפֶשׁ׃,,False,
46.19.1,בני,בְּנֵי,בְּנֵ֤י,,False,
46.19.2,רחל,רָחֵל,רָחֵל֙,,False,
46.19.3,אשת,אֵשֶׁת,אֵ֣שֶׁת,,False,
46.19.4,יעקב,יַעֲקֹב,יַֽעֲקֹ֔ב,,False,
46.19.5,יוסף,יוֹסֵף,יוֹסֵ֖ף,,False,
46.19.6,ובנימן,וּבִנְיָמִן׃,וּבִנְיָמִֽן׃,,False,
46.20.1,ויולד,וַיִּוָּלֵד,וַיִּוָּלֵ֣ד,,False,
46.20.2,ליוסף,לְיוֹסֵף,לְיוֹסֵף֮,,False,
46.20.3,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
46.20.4,מצרים,מִצְרַיִם,מִצְרַיִם֒,,False,
46.20.5,אשר,אֲשֶׁר,אֲשֶׁ֤ר,,False,
46.20.6,ילדה,יָלְדָה,יָֽלְדָה,"(1, 2)",False,
46.20.7,לו,לּוֹ,לּוֹ֙,"(2, 2)",False,
46.20.8,אסנת,אָסְנַת,אָֽסְנַ֔ת,,False,
46.20.9,בת,בַּת,בַּת,"(1, 2)",False,
46.20.10,פוטי,פּוֹטִי,פּ֥וֹטִי,"(2, 2)",False,
46.20.11,פרע,פֶרַע,פֶ֖רַע,,False,
46.20.12,כהן,כֹּהֵן,כֹּהֵ֣ן,,False,
46.20.13,אן,אֹן,אֹ֑ן,,False,
46.20.14,את,אֶת,אֶת,"(1, 2)",False,
46.20.15,מנשה,מְנַשֶּׁה,מְנַשֶּׁ֖ה,"(2, 2)",False,
46.20.16,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
46.20.17,אפרים,אֶפְרָיִם׃,אֶפְרָֽיִם׃,"(2, 2)",False,
46.21.1,ובני,וּבְנֵי,וּבְנֵ֣י,,False,
46.21.2,בנימן,בִנְיָמִן,בִנְיָמִ֗ן,,False,
46.21.3,בלע,בֶּלַע,בֶּ֤לַע,,False,
46.21.4,ובכר,וָבֶכֶר,וָבֶ֙כֶר֙,,False,
46.21.5,ואשבל,וְאַשְׁבֵּל,וְאַשְׁבֵּ֔ל,,False,
46.21.6,גרא,גֵּרָא,גֵּרָ֥א,,False,
46.21.7,ונעמן,וְנַעֲמָן,וְנַעֲמָ֖ן,,False,
46.21.8,אחי,אֵחִי,אֵחִ֣י,,False,
46.21.9,וראש,וָרֹאשׁ,וָרֹ֑אשׁ,,False,
46.21.10,מפים,מֻפִּים,מֻפִּ֥ים,,False,
46.21.11,וחפים,וְחֻפִּים,וְחֻפִּ֖ים,,False,
46.21.12,וארד,וָאָרְדְּ׃,וָאָֽרְדְּ׃,,False,
46.22.1,אלה,אֵלֶּה,אֵ֚לֶּה,,False,
46.22.2,בני,בְּנֵי,בְּנֵ֣י,,False,
46.22.3,רחל,רָחֵל,רָחֵ֔ל,,False,
46.22.4,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
46.22.5,ילד,יֻלַּד,יֻלַּ֖ד,,False,
46.22.6,ליעקב,לְיַעֲקֹב,לְיַעֲקֹ֑ב,,False,
46.22.7,כל,כָּל,כָּל,"(1, 2)",False,
46.22.8,נפש,נֶפֶשׁ,נֶ֖פֶשׁ,"(2, 2)",False,
46.22.9,ארבעה,אַרְבָּעָה,אַרְבָּעָ֥ה,,False,
46.22.10,עשר,עָשָׂר׃,עָשָֽׂר׃,,False,
46.23.1,ובני,וּבְנֵי,וּבְנֵי,"(1, 2)",False,
46.23.2,דן,דָן,דָ֖ן,"(2, 2)",False,
46.23.3,חשים,חֻשִׁים׃,חֻשִֽׁים׃,,False,
46.24.1,ובני,וּבְנֵי,וּבְנֵ֖י,,False,
46.24.2,נפתלי,נַפְתָּלִי,נַפְתָּלִ֑י,,False,
46.24.3,יחצאל,יַחְצְאֵל,יַחְצְאֵ֥ל,,False,
46.24.4,וגוני,וְגוּנִי,וְגוּנִ֖י,,False,
46.24.5,ויצר,וְיֵצֶר,וְיֵ֥צֶר,,False,
46.24.6,ושלם,וְשִׁלֵּם׃,וְשִׁלֵּֽם׃,,False,
46.25.1,אלה,אֵלֶּה,אֵ֚לֶּה,,False,
46.25.2,בני,בְּנֵי,בְּנֵ֣י,,False,
46.25.3,בלהה,בִלְהָה,בִלְהָ֔ה,,False,
46.25.4,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
46.25.5,נתן,נָתַן,נָתַ֥ן,"(2, 2)",False,
46.25.6,לבן,לָבָן,לָבָ֖ן,,False,
46.25.7,לרחל,לְרָחֵל,לְרָחֵ֣ל,,False,
46.25.8,בתו,בִּתּוֹ,בִּתּ֑וֹ,,False,
46.25.9,ותלד,וַתֵּלֶד,וַתֵּ֧לֶד,,False,
46.25.10,את,אֶת,אֶת,"(1, 2)",False,
46.25.11,אלה,אֵלֶּה,אֵ֛לֶּה,"(2, 2)",False,
46.25.12,ליעקב,לְיַעֲקֹב,לְיַעֲקֹ֖ב,,False,
46.25.13,כל,כָּל,כָּל,"(1, 2)",False,
46.25.14,נפש,נֶפֶשׁ,נֶ֥פֶשׁ,"(2, 2)",False,
46.25.15,שבעה,שִׁבְעָה׃,שִׁבְעָֽה׃,,False,
46.26.1,כל,כָּל,כָּל,"(1, 2)",False,
46.26.2,הנפש,הַנֶּפֶשׁ,הַ֠נֶּפֶשׁ,"(2, 2)",False,
46.26.3,הבאה,הַבָּאָה,הַבָּאָ֨ה,,False,
46.26.4,ליעקב,לְיַעֲקֹב,לְיַעֲקֹ֤ב,,False,
46.26.5,מצרימה,מִצְרַיְמָה,מִצְרַ֙יְמָה֙,,False,
46.26.6,יצאי,יֹצְאֵי,יֹצְאֵ֣י,,False,
46.26.7,ירכו,יְרֵכוֹ,יְרֵכ֔וֹ,,False,
46.26.8,מלבד,מִלְּבַד,מִלְּבַ֖ד,,False,
46.26.9,נשי,נְשֵׁי,נְשֵׁ֣י,,False,
46.26.10,בני,בְנֵי,בְנֵי,"(1, 2)",False,
46.26.11,יעקב,יַעֲקֹב,יַעֲקֹ֑ב,"(2, 2)",False,
46.26.12,כל,כָּל,כָּל,"(1, 2)",False,
46.26.13,נפש,נֶפֶשׁ,נֶ֖פֶשׁ,"(2, 2)",False,
46.26.14,ששים,שִׁשִּׁים,שִׁשִּׁ֥ים,,False,
46.26.15,ושש,וָשֵׁשׁ׃,וָשֵֽׁשׁ׃,,False,
46.27.1,ובני,וּבְנֵי,וּבְנֵ֥י,,False,
46.27.2,יוסף,יוֹסֵף,יוֹסֵ֛ף,,False,
46.27.3,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 3)",False,
46.27.4,ילד,יֻלַּד,יֻלַּד,"(2, 3)",False,
46.27.5,לו,לוֹ,ל֥וֹ,"(3, 3)",False,
46.27.6,במצרים,בְמִצְרַיִם,בְמִצְרַ֖יִם,,False,
46.27.7,נפש,נֶפֶשׁ,נֶ֣פֶשׁ,,False,
46.27.8,שנים,שְׁנָיִם,שְׁנָ֑יִם,,False,
46.27.9,כל,כָּל,כָּל,"(1, 2)",False,
46.27.10,הנפש,הַנֶּפֶשׁ,הַנֶּ֧פֶשׁ,"(2, 2)",False,
46.27.11,לבית,לְבֵית,לְבֵֽית,"(1, 2)",False,
46.27.12,יעקב,יַעֲקֹב,יַעֲקֹ֛ב,"(2, 2)",False,
46.27.13,הבאה,הַבָּאָה,הַבָּ֥אָה,,False,
46.27.14,מצרימה,מִצְרַיְמָה,מִצְרַ֖יְמָה,,False,
46.27.15,שבעים,שִׁבְעִים׃,שִׁבְעִֽים׃,,False,(פ)
46.28.1,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
46.28.2,יהודה,יְהוּדָה,יְהוּדָ֞ה,"(2, 2)",False,
46.28.3,שלח,שָׁלַח,שָׁלַ֤ח,,False,
46.28.4,לפניו,לְפָנָיו,לְפָנָיו֙,,False,
46.28.5,אל,אֶל,אֶל,"(1, 2)",False,
46.28.6,יוסף,יוֹסֵף,יוֹסֵ֔ף,"(2, 2)",False,
46.28.7,להורת,לְהוֹרֹת,לְהוֹרֹ֥ת,,False,
46.28.8,לפניו,לְפָנָיו,לְפָנָ֖יו,,False,
46.28.9,גשנה,גֹּשְׁנָה,גֹּ֑שְׁנָה,,False,
46.28.10,ויבאו,וַיָּבֹאוּ,וַיָּבֹ֖אוּ,,False,
46.28.11,ארצה,אַרְצָה,אַ֥רְצָה,,False,
46.28.12,גשן,גֹּשֶׁן׃,גֹּֽשֶׁן׃,,False,
46.29.1,ויאסר,וַיֶּאְסֹר,וַיֶּאְסֹ֤ר,,False,
46.29.2,יוסף,יוֹסֵף,יוֹסֵף֙,,False,
46.29.3,מרכבתו,מֶרְכַּבְתּוֹ,מֶרְכַּבְתּ֔וֹ,,False,
46.29.4,ויעל,וַיַּעַל,וַיַּ֛עַל,,False,
46.29.5,לקראת,לִקְרַאת,לִקְרַֽאת,"(1, 2)",False,
46.29.6,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵ֥ל,"(2, 2)",False,
46.29.7,אביו,אָבִיו,אָבִ֖יו,,False,
46.29.8,גשנה,גֹּשְׁנָה,גֹּ֑שְׁנָה,,False,
46.29.9,וירא,וַיֵּרָא,וַיֵּרָ֣א,,False,
46.29.10,אליו,אֵלָיו,אֵלָ֗יו,,False,
46.29.11,ויפל,וַיִּפֹּל,וַיִּפֹּל֙,,False,
46.29.12,על,עַל,עַל,"(1, 2)",False,
46.29.13,צואריו,צַוָּארָיו,צַוָּארָ֔יו,"(2, 2)",False,
46.29.14,ויבך,וַיֵּבְךְּ,וַיֵּ֥בְךְּ,,False,
46.29.15,על,עַל,עַל,"(1, 2)",False,
46.29.16,צואריו,צַוָּארָיו,צַוָּארָ֖יו,"(2, 2)",False,
46.29.17,עוד,עוֹד׃,עֽוֹד׃,,False,
46.30.1,ויאמר,וַיֹּאמֶר,וַיֹּ֧אמֶר,,False,
46.30.2,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵ֛ל,,False,
46.30.3,אל,אֶל,אֶל,"(1, 2)",False,
46.30.4,יוסף,יוֹסֵף,יוֹסֵ֖ף,"(2, 2)",False,
46.30.5,אמותה,אָמוּתָה,אָמ֣וּתָה,,False,
46.30.6,הפעם,הַפָּעַם,הַפָּ֑עַם,,False,
46.30.7,אחרי,אַחֲרֵי,אַחֲרֵי֙,,False,
46.30.8,ראותי,רְאוֹתִי,רְאוֹתִ֣י,,False,
46.30.9,את,אֶת,אֶת,"(1, 2)",False,
46.30.10,פניך,פָּנֶיךָ,פָּנֶ֔יךָ,"(2, 2)",False,
46.30.11,כי,כִּי,כִּ֥י,,False,
46.30.12,עודך,עוֹדְךָ,עוֹדְךָ֖,,False,
46.30.13,חי,חָי׃,חָֽי׃,,False,
46.31.1,ויאמר,וַיֹּאמֶר,וַיֹּ֨אמֶר,,False,
46.31.2,יוסף,יוֹסֵף,יוֹסֵ֤ף,,False,
46.31.3,אל,אֶל,אֶל,"(1, 2)",False,
46.31.4,אחיו,אֶחָיו,אֶחָיו֙,"(2, 2)",False,
46.31.5,ואל,וְאֶל,וְאֶל,"(1, 2)",False,
46.31.6,בית,בֵּית,בֵּ֣ית,"(2, 2)",False,
46.31.7,אביו,אָבִיו,אָבִ֔יו,,False,
46.31.8,אעלה,אֶעֱלֶה,אֶעֱלֶ֖ה,,False,
46.31.9,ואגידה,וְאַגִּידָה,וְאַגִּ֣ידָה,,False,
46.31.10,לפרעה,לְפַרְעֹה,לְפַרְעֹ֑ה,,False,
46.31.11,ואמרה,וְאֹמְרָה,וְאֹֽמְרָ֣ה,,False,
46.31.12,אליו,אֵלָיו,אֵלָ֔יו,,False,
46.31.13,אחי,אַחַי,אַחַ֧י,,False,
46.31.14,ובית,וּבֵית,וּבֵית,"(1, 2)",False,
46.31.15,אבי,אָבִי,אָבִ֛י,"(2, 2)",False,
46.31.16,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
46.31.17,בארץ,בְּאֶרֶץ,בְּאֶֽרֶץ,"(1, 2)",False,
46.31.18,כנען,כְּנַעַן,כְּנַ֖עַן,"(2, 2)",False,
46.31.19,באו,בָּאוּ,בָּ֥אוּ,,False,
46.31.20,אלי,אֵלָי׃,אֵלָֽי׃,,False,
46.32.1,והאנשים,וְהָאֲנָשִׁים,וְהָאֲנָשִׁים֙,,False,
46.32.2,רעי,רֹעֵי,רֹ֣עֵי,,False,
46.32.3,צאן,צֹאן,צֹ֔אן,,False,
46.32.4,כי,כִּי,כִּֽי,"(1, 2)",False,
46.32.5,אנשי,אַנְשֵׁי,אַנְשֵׁ֥י,"(2, 2)",False,
46.32.6,מקנה,מִקְנֶה,מִקְנֶ֖ה,,False,
46.32.7,היו,הָיוּ,הָי֑וּ,,False,
46.32.8,וצאנם,וְצֹאנָם,וְצֹאנָ֧ם,,False,
46.32.9,ובקרם,וּבְקָרָם,וּבְקָרָ֛ם,,False,
46.32.10,וכל,וְכָל,וְכָל,"(1, 2)",False,
46.32.11,אשר,אֲשֶׁר,אֲשֶׁ֥ר,"(2, 2)",False,
46.32.12,להם,לָהֶם,לָהֶ֖ם,,False,
46.32.13,הביאו,הֵבִיאוּ׃,הֵבִֽיאוּ׃,,False,
46.33.1,והיה,וְהָיָה,וְהָיָ֕ה,,False,
46.33.2,כי,כִּי,כִּֽי,"(1, 2)",False,
46.33.3,יקרא,יִקְרָא,יִקְרָ֥א,"(2, 2)",False,
46.33.4,לכם,לָכֶם,לָכֶ֖ם,,False,
46.33.5,פרעה,פַּרְעֹה,פַּרְעֹ֑ה,,False,
46.33.6,ואמר,וְאָמַר,וְאָמַ֖ר,,False,
46.33.7,מה,מַה,מַה,"(1, 2)",False,
46.33.8,מעשיכם,מַּעֲשֵׂיכֶם׃,מַּעֲשֵׂיכֶֽם׃,"(2, 2)",False,
46.34.1,ואמרתם,וַאֲמַרְתֶּם,וַאֲמַרְתֶּ֗ם,,False,
46.34.2,אנשי,אַנְשֵׁי,אַנְשֵׁ֨י,,False,
46.34.3,מקנה,מִקְנֶה,מִקְנֶ֜ה,,False,
46.34.4,היו,הָיוּ,הָי֤וּ,,False,
46.34.5,עבדיך,עֲבָדֶיךָ,עֲבָדֶ֙יךָ֙,,False,
46.34.6,מנעורינו,מִנְּעוּרֵינוּ,מִנְּעוּרֵ֣ינוּ,,False,
46.34.7,ועד,וְעַד,וְעַד,"(1, 2)",False,
46.34.8,עתה,עַתָּה,עַ֔תָּה,"(2, 2)",False,
46.34.9,גם,גַּם,גַּם,"(1, 2)",False,
46.34.10,אנחנו,אֲנַחְנוּ,אֲנַ֖חְנוּ,"(2, 2)",False,
46.34.11,גם,גַּם,גַּם,"(1, 2)",False,
46.34.12,אבתינו,אֲבֹתֵינוּ,אֲבֹתֵ֑ינוּ,"(2, 2)",False,
46.34.13,בעבור,בַּעֲבוּר,בַּעֲב֗וּר,,False,
46.34.14,תשבו,תֵּשְׁבוּ,תֵּשְׁבוּ֙,,False,
46.34.15,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
46.34.16,גשן,גֹּשֶׁן,גֹּ֔שֶׁן,,False,
46.34.17,כי,כִּי,כִּֽי,"(1, 2)",False,
46.34.18,תועבת,תוֹעֲבַת,תוֹעֲבַ֥ת,"(2, 2)",False,
46.34.19,מצרים,מִצְרַיִם,מִצְרַ֖יִם,,False,
46.34.20,כל,כָּל,כָּל,"(1, 2)",False,
46.34.21,רעה,רֹעֵה,רֹ֥עֵה,"(2, 2)",False,
46.34.22,צאן,צֹאן׃,צֹֽאן׃,,False,
47.1.1,ויבא,וַיָּבֹא,וַיָּבֹ֣א,,False,
47.1.2,יוסף,יוֹסֵף,יוֹסֵף֮,,False,
47.1.3,ויגד,וַיַּגֵּד,וַיַּגֵּ֣ד,,False,
47.1.4,לפרעה,לְפַרְעֹה,לְפַרְעֹה֒,,False,
47.1.5,ויאמר,וַיֹּאמֶר,וַיֹּ֗אמֶר,,False,
47.1.6,אבי,אָבִי,אָבִ֨י,,False,
47.1.7,ואחי,וְאַחַי,וְאַחַ֜י,,False,
47.1.8,וצאנם,וְצֹאנָם,וְצֹאנָ֤ם,,False,
47.1.9,ובקרם,וּבְקָרָם,וּבְקָרָם֙,,False,
47.1.10,וכל,וְכָל,וְכָל,"(1, 2)",False,
47.1.11,אשר,אֲשֶׁר,אֲשֶׁ֣ר,"(2, 2)",False,
47.1.12,להם,לָהֶם,לָהֶ֔ם,,False,
47.1.13,באו,בָּאוּ,בָּ֖אוּ,,False,
47.1.14,מארץ,מֵאֶרֶץ,מֵאֶ֣רֶץ,,False,
47.1.15,כנען,כְּנָעַן,כְּנָ֑עַן,,False,
47.1.16,והנם,וְהִנָּם,וְהִנָּ֖ם,,False,
47.1.17,בארץ,בְּאֶרֶץ,בְּאֶ֥רֶץ,,False,
47.1.18,גשן,גֹּשֶׁן׃,גֹּֽשֶׁן׃,,False,
47.2.1,ומקצה,וּמִקְצֵה,וּמִקְצֵ֣ה,,False,
47.2.2,אחיו,אֶחָיו,אֶחָ֔יו,,False,
47.2.3,לקח,לָקַח,לָקַ֖ח,,False,
47.2.4,חמשה,חֲמִשָּׁה,חֲמִשָּׁ֣ה,,False,
47.2.5,אנשים,אֲנָשִׁים,אֲנָשִׁ֑ים,,False,
47.2.6,ויצגם,וַיַּצִּגֵם,וַיַּצִּגֵ֖ם,,False,
47.2.7,לפני,לִפְנֵי,לִפְנֵ֥י,,False,
47.2.8,פרעה,פַרְעֹה׃,פַרְעֹֽה׃,,False,
47.3.1,ויאמר,וַיֹּאמֶר,וַיֹּ֧אמֶר,,False,
47.3.2,פרעה,פַּרְעֹה,פַּרְעֹ֛ה,,False,
47.3.3,אל,אֶל,אֶל,"(1, 2)",False,
47.3.4,אחיו,אֶחָיו,אֶחָ֖יו,"(2, 2)",False,
47.3.5,מה,מַה,מַה,"(1, 2)",False,
47.3.6,מעשיכם,מַּעֲשֵׂיכֶם,מַּעֲשֵׂיכֶ֑ם,"(2, 2)",False,
47.3.7,ויאמרו,וַיֹּאמְרוּ,וַיֹּאמְר֣וּ,,False,
47.3.8,אל,אֶל,אֶל,"(1, 2)",False,
47.3.9,פרעה,פַּרְעֹה,פַּרְעֹ֗ה,"(2, 2)",False,
47.3.10,רעה,רֹעֵה,רֹעֵ֥ה,,False,
47.3.11,צאן,צֹאן,צֹאן֙,,False,
47.3.12,עבדיך,עֲבָדֶיךָ,עֲבָדֶ֔יךָ,,False,
47.3.13,גם,גַּם,גַּם,"(1, 2)",False,
47.3.14,אנחנו,אֲנַחְנוּ,אֲנַ֖חְנוּ,"(2, 2)",False,
47.3.15,גם,גַּם,גַּם,"(1, 2)",False,
47.3.16,אבותינו,אֲבוֹתֵינוּ׃,אֲבוֹתֵֽינוּ׃,"(2, 2)",False,
47.4.1,ויאמרו,וַיֹּאמְרוּ,וַיֹּאמְר֣וּ,,False,
47.4.2,אל,אֶל,אֶל,"(1, 2)",False,
47.4.3,פרעה,פַּרְעֹה,פַּרְעֹ֗ה,"(2, 2)",False,
47.4.4,לגור,לָגוּר,לָג֣וּר,,False,
47.4.5,בארץ,בָּאָרֶץ,בָּאָרֶץ֮,,False,
47.4.6,באנו,בָּאנוּ,בָּאנוּ֒,,False,
47.4.7,כי,כִּי,כִּי,"(1, 2)",False,
47.4.8,אין,אֵין,אֵ֣ין,"(2, 2)",False,
47.4.9,מרעה,מִרְעֶה,מִרְעֶ֗ה,,False,
47.4.10,לצאן,לַצֹּאן,לַצֹּאן֙,,False,
47.4.11,אשר,אֲשֶׁר,אֲשֶׁ֣ר,,False,
47.4.12,לעבדיך,לַעֲבָדֶיךָ,לַעֲבָדֶ֔יךָ,,False,
47.4.13,כי,כִּי,כִּֽי,"(1, 2)",False,
47.4.14,כבד,כָבֵד,כָבֵ֥ד,"(2, 2)",False,
47.4.15,הרעב,הָרָעָב,הָרָעָ֖ב,,False,
47.4.16,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
47.4.17,כנען,כְּנָעַן,כְּנָ֑עַן,,False,
47.4.18,ועתה,וְעַתָּה,וְעַתָּ֛ה,,False,
47.4.19,ישבו,יֵשְׁבוּ,יֵֽשְׁבוּ,"(1, 2)",False,
47.4.20,נא,נָא,נָ֥א,"(2, 2)",False,
47.4.21,עבדיך,עֲבָדֶיךָ,עֲבָדֶ֖יךָ,,False,
47.4.22,בארץ,בְּאֶרֶץ,בְּאֶ֥רֶץ,,False,
47.4.23,גשן,גֹּשֶׁן׃,גֹּֽשֶׁן׃,,False,
47.5.1,ויאמר,וַיֹּאמֶר,וַיֹּ֣אמֶר,,False,
47.5.2,פרעה,פַּרְעֹה,פַּרְעֹ֔ה,,False,
47.5.3,אל,אֶל,אֶל,"(1, 2)",False,
47.5.4,יוסף,יוֹסֵף,יוֹסֵ֖ף,"(2, 2)",False,
47.5.5,לאמר,לֵאמֹר,לֵאמֹ֑ר,,False,
47.5.6,אביך,אָבִיךָ,אָבִ֥יךָ,,False,
47.5.7,ואחיך,וְאַחֶיךָ,וְאַחֶ֖יךָ,,False,
47.5.8,באו,בָּאוּ,בָּ֥אוּ,,False,
47.5.9,אליך,אֵלֶיךָ׃,אֵלֶֽיךָ׃,,False,
47.6.1,ארץ,אֶרֶץ,אֶ֤רֶץ,,False,
47.6.2,מצרים,מִצְרַיִם,מִצְרַ֙יִם֙,,False,
47.6.3,לפניך,לְפָנֶיךָ,לְפָנֶ֣יךָ,,False,
47.6.4,הוא,הִוא,הִ֔וא,,False,
47.6.5,במיטב,בְּמֵיטַב,בְּמֵיטַ֣ב,,False,
47.6.6,הארץ,הָאָרֶץ,הָאָ֔רֶץ,,False,
47.6.7,הושב,הוֹשֵׁב,הוֹשֵׁ֥ב,,False,
47.6.8,את,אֶת,אֶת,"(1, 2)",False,
47.6.9,אביך,אָבִיךָ,אָבִ֖יךָ,"(2, 2)",False,
47.6.10,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
47.6.11,אחיך,אַחֶיךָ,אַחֶ֑יךָ,"(2, 2)",False,
47.6.12,ישבו,יֵשְׁבוּ,יֵשְׁבוּ֙,,False,
47.6.13,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
47.6.14,גשן,גֹּשֶׁן,גֹּ֔שֶׁן,,False,
47.6.15,ואם,וְאִם,וְאִם,"(1, 2)",False,
47.6.16,ידעת,יָדַעְתָּ,יָדַ֗עְתָּ,"(2, 2)",False,
47.6.17,ויש,וְיֶשׁ,וְיֶשׁ,"(1, 2)",False,
47.6.18,בם,בָּם,בָּם֙,"(2, 2)",False,
47.6.19,אנשי,אַנְשֵׁי,אַנְשֵׁי,"(1, 2)",False,
47.6.20,חיל,חַיִל,חַ֔יִל,"(2, 2)",False,
47.6.21,ושמתם,וְשַׂמְתָּם,וְשַׂמְתָּ֛ם,,False,
47.6.22,שרי,שָׂרֵי,שָׂרֵ֥י,,False,
47.6.23,מקנה,מִקְנֶה,מִקְנֶ֖ה,,False,
47.6.24,על,עַל,עַל,"(1, 3)",False,
47.6.25,אשר,אֲשֶׁר,אֲשֶׁר,"(2, 3)",False,
47.6.26,לי,לִי׃,לִֽי׃,"(3, 3)",False,
47.7.1,ויבא,וַיָּבֵא,וַיָּבֵ֤א,,False,
47.7.2,יוסף,יוֹסֵף,יוֹסֵף֙,,False,
47.7.3,את,אֶת,אֶת,"(1, 2)",False,
47.7.4,יעקב,יַעֲקֹב,יַֽעֲקֹ֣ב,"(2, 2)",False,
47.7.5,אביו,אָבִיו,אָבִ֔יו,,False,
47.7.6,ויעמדהו,וַיַּעֲמִדֵהוּ,וַיַּֽעֲמִדֵ֖הוּ,,False,
47.7.7,לפני,לִפְנֵי,לִפְנֵ֣י,,False,
47.7.8,פרעה,פַרְעֹה,פַרְעֹ֑ה,,False,
47.7.9,ויברך,וַיְבָרֶךְ,וַיְבָ֥רֶךְ,,False,
47.7.10,יעקב,יַעֲקֹב,יַעֲקֹ֖ב,,False,
47.7.11,את,אֶת,אֶת,"(1, 2)",False,
47.7.12,פרעה,פַּרְעֹה׃,פַּרְעֹֽה׃,"(2, 2)",False,
47.8.1,ויאמר,וַיֹּאמֶר,וַיֹּ֥אמֶר,,False,
47.8.2,פרעה,פַּרְעֹה,פַּרְעֹ֖ה,,False,
47.8.3,אל,אֶל,אֶֽל,"(1, 2)",False,
47.8.4,יעקב,יַעֲקֹב,יַעֲקֹ֑ב,"(2, 2)",False,
47.8.5,כמה,כַּמָּה,כַּמָּ֕ה,,False,
47.8.6,ימי,יְמֵי,יְמֵ֖י,,False,
47.8.7,שני,שְׁנֵי,שְׁנֵ֥י,,False,
47.8.8,חייך,חַיֶּיךָ׃,חַיֶּֽיךָ׃,,False,
47.9.1,ויאמר,וַיֹּאמֶר,וַיֹּ֤אמֶר,,False,
47.9.2,יעקב,יַעֲקֹב,יַעֲקֹב֙,,False,
47.9.3,אל,אֶל,אֶל,"(1, 2)",False,
47.9.4,פרעה,פַּרְעֹה,פַּרְעֹ֔ה,"(2, 2)",False,
47.9.5,ימי,יְמֵי,יְמֵי֙,,False,
47.9.6,שני,שְׁנֵי,שְׁנֵ֣י,,False,
47.9.7,מגורי,מְגוּרַי,מְגוּרַ֔י,,False,
47.9.8,שלשים,שְׁלֹשִׁים,שְׁלֹשִׁ֥ים,,False,
47.9.9,ומאת,וּמְאַת,וּמְאַ֖ת,,False,
47.9.10,שנה,שָׁנָה,שָׁנָ֑ה,,False,
47.9.11,מעט,מְעַט,מְעַ֣ט,,False,
47.9.12,ורעים,וְרָעִים,וְרָעִ֗ים,,False,
47.9.13,היו,הָיוּ,הָיוּ֙,,False,
47.9.14,ימי,יְמֵי,יְמֵי֙,,False,
47.9.15,שני,שְׁנֵי,שְׁנֵ֣י,,False,
47.9.16,חיי,חַיַּי,חַיַּ֔י,,False,
47.9.17,ולא,וְלֹא,וְלֹ֣א,,False,
47.9.18,השיגו,הִשִּׂיגוּ,הִשִּׂ֗יגוּ,,False,
47.9.19,את,אֶת,אֶת,"(1, 2)",False,
47.9.20,ימי,יְמֵי,יְמֵי֙,"(2, 2)",False,
47.9.21,שני,שְׁנֵי,שְׁנֵי֙,,False,
47.9.22,חיי,חַיֵּי,חַיֵּ֣י,,False,
47.9.23,אבתי,אֲבֹתַי,אֲבֹתַ֔י,,False,
47.9.24,בימי,בִּימֵי,בִּימֵ֖י,,False,
47.9.25,מגוריהם,מְגוּרֵיהֶם׃,מְגוּרֵיהֶֽם׃,,False,
47.10.1,ויברך,וַיְבָרֶךְ,וַיְבָ֥רֶךְ,,False,
47.10.2,יעקב,יַעֲקֹב,יַעֲקֹ֖ב,,False,
47.10.3,את,אֶת,אֶת,"(1, 2)",False,
47.10.4,פרעה,פַּרְעֹה,פַּרְעֹ֑ה,"(2, 2)",False,
47.10.5,ויצא,וַיֵּצֵא,וַיֵּצֵ֖א,,False,
47.10.6,מלפני,מִלִּפְנֵי,מִלִּפְנֵ֥י,,False,
47.10.7,פרעה,פַרְעֹה׃,פַרְעֹֽה׃,,False,
