idx,d0,d1,d2,maqaf,paseq,break
1.28.17,השמים,הַשָּׁמַיִם,הַשָּׁמַ֔יִם,,False,
1.28.18,ובכל,וּבְכָל,וּבְכָל,"(1, 2)",False,
1.28.19,חיה,חַיָּה,חַיָּ֖ה,"(2, 2)",False,
1.28.20,הרמשת,הָרֹמֶשֶׂת,הָֽרֹמֶ֥שֶׂת,,False,
1.28.21,על,עַל,עַל,"(1, 2)",False,
1.28.22,הארץ,הָאָרֶץ׃,הָאָֽרֶץ׃,"(2, 2)",False,
1.29.1,ויאמר,וַיֹּאמֶר,וַיֹּ֣אמֶר,,False,
1.29.2,אלהים,אֱלֹהִים,אֱלֹהִ֗ים,,False,
1.29.3,הנה,הִנֵּה,הִנֵּה֩,,False,
1.29.4,נתתי,נָתַתִּי,נָתַ֨תִּי,,False,
1.29.5,לכם,לָכֶם,לָכֶ֜ם,,False,
1.29.6,את,אֶת,אֶת,"(1, 3)",False,
1.29.7,כל,כָּל,כָּל,"(2, 3)",False,
1.29.8,עשב,עֵשֶׂב,עֵ֣שֶׂב,"(3, 3)",True,
1.29.9,זרע,זֹרֵעַ,זֹרֵ֣עַ,,False,
1.29.10,זרע,זֶרַע,זֶ֗רַע,,False,
1.29.11,אשר,אֲשֶׁר,אֲשֶׁר֙,,False,
1.29.12,על,עַל,עַל,"(1, 2)",False,
1.29.13,פני,פְּנֵי,פְּנֵ֣י,"(2, 2)",False,
1.29.14,כל,כָל,כָל,"(1, 2)",False,
1.29.15,הארץ,הָאָרֶץ,הָאָ֔רֶץ,"(2, 2)",False,
1.29.16,ואת,וְאֶת,וְאֶת,"(1, 3)",False,
1.29.17,כל,כָּל,כָּל,"(2, 3)",False,
1.29.18,העץ,הָעֵץ,הָעֵ֛ץ,"(3, 3)",False,
1.29.19,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
1.29.20,בו,בּוֹ,בּ֥וֹ,"(2, 2)",False,
1.29.21,פרי,פְרִי,פְרִי,"(1, 2)",False,
1.29.22,עץ,עֵץ,עֵ֖ץ,"(2, 2)",False,
1.29.23,זרע,זֹרֵעַ,זֹרֵ֣עַ,,False,
1.29.24,זרע,זָרַע,זָ֑רַע,,False,
1.29.25,לכם,לָכֶם,לָכֶ֥ם,,False,
1.29.26,יהיה,יִהְיֶה,יִֽהְיֶ֖ה,,False,
1.29.27,לאכלה,לְאָכְלָה׃,לְאָכְלָֽה׃,,False,
1.30.1,ולכל,וּלְכָל,וּֽלְכָל,"(1, 2)",False,
1.30.2,חית,חַיַּת,חַיַּ֣ת,"(2, 2)",False,
1.30.3,הארץ,הָאָרֶץ,הָ֠אָרֶץ,,False,
1.30.4,ולכל,וּלְכָל,וּלְכָל,"(1, 2)",False,
1.30.5,עוף,עוֹף,ע֨וֹף,"(2, 2)",False,
1.30.6,השמים,הַשָּׁמַיִם,הַשָּׁמַ֜יִם,,False,
1.30.7,ולכל,וּלְכֹל,וּלְכֹ֣ל,,True,
1.30.8,רומש,רוֹמֵשׂ,רוֹמֵ֣שׂ,,False,
1.30.9,על,עַל,עַל,"(1, 2)",False,
1.30.10,הארץ,הָאָרֶץ,הָאָ֗רֶץ,"(2, 2)",False,
1.30.11,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
1.30.12,בו,בּוֹ,בּוֹ֙,"(2, 2)",False,
1.30.13,נפש,נֶפֶשׁ,נֶ֣פֶשׁ,,False,
1.30.14,חיה,חַיָּה,חַיָּ֔ה,,False,
1.30.15,את,אֶת,אֶת,"(1, 3)",False,
1.30.16,כל,כָּל,כָּל,"(2, 3)",False,
1.30.17,ירק,יֶרֶק,יֶ֥רֶק,"(3, 3)",False,
1.30.18,עשב,עֵשֶׂב,עֵ֖שֶׂב,,False,
1.30.19,לאכלה,לְאָכְלָה,לְאָכְלָ֑ה,,False,
1.30.20,ויהי,וַיְהִי,וַֽיְהִי,"(1, 2)",False,
1.30.21,כן,כֵן׃,כֵֽן׃,"(2, 2)",False,
1.31.1,וירא,וַיַּרְא,וַיַּ֤רְא,,False,
1.31.2,אלהים,אֱלֹהִים,אֱלֹהִים֙,,False,
1.31.3,את,אֶת,אֶת,"(1, 3)",False,
1.31.4,כל,כָּל,כָּל,"(2, 3)",False,
1.31.5,אשר,אֲשֶׁר,אֲשֶׁ֣ר,"(3, 3)",False,
1.31.6,עשה,עָשָׂה,עָשָׂ֔ה,,False,
1.31.7,והנה,וְהִנֵּה,וְהִנֵּה,"(1, 2)",False,
1.31.8,טוב,טוֹב,ט֖וֹב,"(2, 2)",False,
1.31.9,מאד,מְאֹד,מְאֹ֑ד,,False,
1.31.10,ויהי,וַיְהִי,וַֽיְהִי,"(1, 2)",False,
1.31.11,ערב,עֶרֶב,עֶ֥רֶב,"(2, 2)",False,
1.31.12,ויהי,וַיְהִי,וַֽיְהִי,"(1, 2)",False,
1.31.13,בקר,בֹקֶר,בֹ֖קֶר,"(2, 2)",False,
1.31.14,יום,יוֹם,י֥וֹם,,False,
1.31.15,הששי,הַשִּׁשִּׁי׃,הַשִּׁשִּֽׁי׃,,False,(פ)
2.1.1,ויכלו,וַיְכֻלּוּ,וַיְכֻלּ֛וּ,,False,
2.1.2,השמים,הַשָּׁמַיִם,הַשָּׁמַ֥יִם,,False,
2.1.3,והארץ,וְהָאָרֶץ,וְהָאָ֖רֶץ,,False,
2.1.4,וכל,וְכָל,וְכָל,"(1, 2)",False,
2.1.5,צבאם,צְבָאָם׃,צְבָאָֽם׃,"(2, 2)",False,
2.2.1,ויכל,וַיְכַל,וַיְכַ֤ל,,False,
2.2.2,אלהים,אֱלֹהִים,אֱלֹהִים֙,,False,
2.2.3,ביום,בַּיּוֹם,בַּיּ֣וֹם,,False,
2.2.4,השביעי,הַשְּׁבִיעִי,הַשְּׁבִיעִ֔י,,False,
2.2.5,מלאכתו,מְלַאכְתּוֹ,מְלַאכְתּ֖וֹ,,False,
2.2.6,אשר,אֲשֶׁר,אֲשֶׁ֣ר,,False,
2.2.7,עשה,עָשָׂה,עָשָׂ֑ה,,False,
2.2.8,וישבת,וַיִּשְׁבֹּת,וַיִּשְׁבֹּת֙,,False,
2.2.9,ביום,בַּיּוֹם,בַּיּ֣וֹם,,False,
2.2.10,השביעי,הַשְּׁבִיעִי,הַשְּׁבִיעִ֔י,,False,
2.2.11,מכל,מִכָּל,מִכָּל,"(1, 2)",False,
2.2.12,מלאכתו,מְלַאכְתּוֹ,מְלַאכְתּ֖וֹ,"(2, 2)",False,
2.2.13,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
2.2.14,עשה,עָשָׂה׃,עָשָֽׂה׃,,False,
2.3.1,ויברך,וַיְבָרֶךְ,וַיְבָ֤רֶךְ,,False,
2.3.2,אלהים,אֱלֹהִים,אֱלֹהִים֙,,False,
2.3.3,את,אֶת,אֶת,"(1, 2)",False,
2.3.4,יום,יוֹם,י֣וֹם,"(2, 2)",False,
2.3.5,השביעי,הַשְּׁבִיעִי,הַשְּׁבִיעִ֔י,,False,
2.3.6,ויקדש,וַיְקַדֵּשׁ,וַיְקַדֵּ֖שׁ,,False,
2.3.7,אתו,אֹתוֹ,אֹת֑וֹ,,False,
2.3.8,כי,כִּי,כִּ֣י,,False,
2.3.9,בו,בוֹ,ב֤וֹ,,False,
2.3.10,שבת,שָׁבַת,שָׁבַת֙,,False,
2.3.11,מכל,מִכָּל,מִכָּל,"(1, 2)",False,
2.3.12,מלאכתו,מְלַאכְתּוֹ,מְלַאכְתּ֔וֹ,"(2, 2)",False,
2.3.13,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
2.3.14,ברא,בָּרָא,בָּרָ֥א,"(2, 2)",False,
2.3.15,אלהים,אֱלֹהִים,אֱלֹהִ֖ים,,False,
2.3.16,לעשות,לַעֲשׂוֹת׃,לַעֲשֽׂוֹת׃,,False,(פ)
2.4.1,אלה,אֵלֶּה,אֵ֣לֶּה,,False,
2.4.2,תולדות,תוֹלְדוֹת,תוֹלְד֧וֹת,,False,
2.4.3,השמים,הַשָּׁמַיִם,הַשָּׁמַ֛יִם,,False,
2.4.4,והארץ,וְהָאָרֶץ,וְהָאָ֖רֶץ,,False,
2.4.5,בהבראם,בְּהִבָּרְאָם,בְּהִבָּֽרְאָ֑ם,,False,
2.4.6,ביום,בְּיוֹם,בְּי֗וֹם,,False,
2.4.7,עשות,עֲשׂוֹת,עֲשׂ֛וֹת,,False,
2.4.8,יהוה,יְהוָה,יְהוָ֥ה,,False,
2.4.9,אלהים,אֱלֹהִים,אֱלֹהִ֖ים,,False,
2.4.10,ארץ,אֶרֶץ,אֶ֥רֶץ,,False,
2.4.11,ושמים,וְשָׁמָיִם׃,וְשָׁמָֽיִם׃,,False,
2.5.1,וכל,וְכֹל,וְכֹ֣ל,,True,
2.5.2,שיח,שִׂיחַ,שִׂ֣יחַ,,False,
2.5.3,השדה,הַשָּׂדֶה,הַשָּׂדֶ֗ה,,False,
2.5.4,טרם,טֶרֶם,טֶ֚רֶם,,False,
2.5.5,יהיה,יִהְיֶה,יִֽהְיֶ֣ה,,False,
2.5.6,בארץ,בָאָרֶץ,בָאָ֔רֶץ,,False,
2.5.7,וכל,וְכָל,וְכָל,"(1, 2)",False,
2.5.8,עשב,עֵשֶׂב,עֵ֥שֶׂב,"(2, 2)",False,
2.5.9,השדה,הַשָּׂדֶה,הַשָּׂדֶ֖ה,,False,
2.5.10,טרם,טֶרֶם,טֶ֣רֶם,,False,
2.5.11,יצמח,יִצְמָח,יִצְמָ֑ח,,False,
2.5.12,כי,כִּי,כִּי֩,,False,
2.5.13,לא,לֹא,לֹ֨א,,False,
2.5.14,המטיר,הִמְטִיר,הִמְטִ֜יר,,False,
2.5.15,יהוה,יְהוָה,יְהוָ֤ה,,False,
2.5.16,אלהים,אֱלֹהִים,אֱלֹהִים֙,,False,
2.5.17,על,עַל,עַל,"(1, 2)",False,
2.5.18,הארץ,הָאָרֶץ,הָאָ֔רֶץ,"(2, 2)",False,
2.5.19,ואדם,וְאָדָם,וְאָדָ֣ם,,False,
2.5.20,אין,אַיִן,אַ֔יִן,,False,
2.5.21,לעבד,לַעֲבֹד,לַֽעֲבֹ֖ד,,False,
2.5.22,את,אֶת,אֶת,"(1, 2)",False,
2.5.23,האדמה,הָאֲדָמָה׃,הָֽאֲדָמָֽה׃,"(2, 2)",False,
2.6.1,ואד,וְאֵד,וְאֵ֖ד,,False,
2.6.2,יעלה,יַעֲלֶה,יַֽעֲלֶ֣ה,,False,
2.6.3,מן,מִן,מִן,"(1, 2)",False,
2.6.4,הארץ,הָאָרֶץ,הָאָ֑רֶץ,"(2, 2)",False,
2.6.5,והשקה,וְהִשְׁקָה,וְהִשְׁקָ֖ה,,False,
2.6.6,את,אֶת,אֶֽת,"(1, 4)",False,
2.6.7,כל,כָּל,כָּל,"(2, 4)",False,
2.6.8,פני,פְּנֵי,פְּנֵֽי,"(3, 4)",False,
2.6.9,האדמה,הָאֲדָמָה׃,הָֽאֲדָמָֽה׃,"(4, 4)",False,
2.7.1,וייצר,וַיִּיצֶר,וַיִּיצֶר֩,,False,
2.7.2,יהוה,יְהוָה,יְהוָ֨ה,,False,
2.7.3,אלהים,אֱלֹהִים,אֱלֹהִ֜ים,,False,
2.7.4,את,אֶת,אֶת,"(1, 2)",False,
2.7.5,האדם,הָאָדָם,הָֽאָדָ֗ם,"(2, 2)",False,
2.7.6,עפר,עָפָר,עָפָר֙,,False,
2.7.7,מן,מִן,מִן,"(1, 2)",False,
2.7.8,האדמה,הָאֲדָמָה,הָ֣אֲדָמָ֔ה,"(2, 2)",False,
2.7.9,ויפח,וַיִּפַּח,וַיִּפַּ֥ח,,False,
2.7.10,באפיו,בְּאַפָּיו,בְּאַפָּ֖יו,,False,
2.7.11,נשמת,נִשְׁמַת,נִשְׁמַ֣ת,,False,
2.7.12,חיים,חַיִּים,חַיִּ֑ים,,False,
2.7.13,ויהי,וַיְהִי,וַֽיְהִ֥י,,False,
2.7.14,האדם,הָאָדָם,הָֽאָדָ֖ם,,False,
2.7.15,לנפש,לְנֶפֶשׁ,לְנֶ֥פֶשׁ,,False,
2.7.16,חיה,חַיָּה׃,חַיָּֽה׃,,False,
2.8.1,ויטע,וַיִּטַּע,וַיִּטַּ֞ע,,False,
2.8.2,יהוה,יְהוָה,יְהוָ֧ה,,False,
2.8.3,אלהים,אֱלֹהִים,אֱלֹהִ֛ים,,False,
2.8.4,גן,גַּן,גַּן,"(1, 2)",False,
2.8.5,בעדן,בְעֵדֶן,בְעֵ֖דֶן,"(2, 2)",False,
2.8.6,מקדם,מִקֶּדֶם,מִקֶּ֑דֶם,,False,
2.8.7,וישם,וַיָּשֶׂם,וַיָּ֣שֶׂם,,False,
2.8.8,שם,שָׁם,שָׁ֔ם,,False,
2.8.9,את,אֶת,אֶת,"(1, 2)",False,
2.8.10,האדם,הָאָדָם,הָֽאָדָ֖ם,"(2, 2)",False,
2.8.11,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
2.8.12,יצר,יָצָר׃,יָצָֽר׃,,False,
2.9.1,ויצמח,וַיַּצְמַח,וַיַּצְמַ֞ח,,False,
2.9.2,יהוה,יְהוָה,יְהוָ֤ה,,False,
2.9.3,אלהים,אֱלֹהִים,אֱלֹהִים֙,,False,
2.9.4,מן,מִן,מִן,"(1, 2)",False,
2.9.5,האדמה,הָאֲדָמָה,הָ֣אֲדָמָ֔ה,"(2, 2)",False,
2.9.6,כל,כָּל,כָּל,"(1, 2)",False,
2.9.7,עץ,עֵץ,עֵ֛ץ,"(2, 2)",False,
2.9.8,נחמד,נֶחְמָד,נֶחְמָ֥ד,,False,
2.9.9,למראה,לְמַרְאֶה,לְמַרְאֶ֖ה,,False,
2.9.10,וטוב,וְטוֹב,וְט֣וֹב,,False,
2.9.11,למאכל,לְמַאֲכָל,לְמַאֲכָ֑ל,,False,
2.9.12,ועץ,וְעֵץ,וְעֵ֤ץ,,False,
2.9.13,החיים,הַחַיִּים,הַֽחַיִּים֙,,False,
2.9.14,בתוך,בְּתוֹךְ,בְּת֣וֹךְ,,False,
2.9.15,הגן,הַגָּן,הַגָּ֔ן,,False,
2.9.16,ועץ,וְעֵץ,וְעֵ֕ץ,,False,
2.9.17,הדעת,הַדַּעַת,הַדַּ֖עַת,,False,
2.9.18,טוב,טוֹב,ט֥וֹב,,False,
2.9.19,ורע,וָרָע׃,וָרָֽע׃,,False,
2.10.1,ונהר,וְנָהָרּ,וְנָהָר֙,,False,
2.10.2,יצא,יֹצֵא,יֹצֵ֣א,,False,
2.10.3,מעדן,מֵעֵדֶן,מֵעֵ֔דֶן,,False,
2.10.4,להשקות,לְהַשְׁקוֹת,לְהַשְׁק֖וֹת,,False,
2.10.5,את,אֶת,אֶת,"(1, 2)",False,
2.10.6,הגן,הַגָּן,הַגָּ֑ן,"(2, 2)",False,
2.10.7,ומשם,וּמִשָּׁם,וּמִשָּׁם֙,,False,
2.10.8,יפרד,יִפָּרֵד,יִפָּרֵ֔ד,,False,
2.10.9,והיה,וְהָיָה,וְהָיָ֖ה,,False,
2.10.10,לארבעה,לְאַרְבָּעָה,לְאַרְבָּעָ֥ה,,False,
2.10.11,ראשים,רָאשִׁים׃,רָאשִֽׁים׃,,False,
2.11.1,שם,שֵׁם,שֵׁ֥ם,,False,
2.11.2,האחד,הָאֶחָד,הָֽאֶחָ֖ד,,False,
2.11.3,פישון,פִּישׁוֹן,פִּישׁ֑וֹן,,False,
2.11.4,הוא,הוּא,ה֣וּא,,False,
2.11.5,הסבב,הַסֹּבֵב,הַסֹּבֵ֗ב,,False,
2.11.6,את,אֵת,אֵ֚ת,,False,
2.11.7,כל,כָּל,כָּל,"(1, 2)",False,
2.11.8,ארץ,אֶרֶץ,אֶ֣רֶץ,"(2, 2)",False,
2.11.9,החוילה,הַחֲוִילָה,הַֽחֲוִילָ֔ה,,False,
2.11.10,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
2.11.11,שם,שָׁם,שָׁ֖ם,"(2, 2)",False,
2.11.12,הזהב,הַזָּהָב׃,הַזָּהָֽב׃,,False,
2.12.1,וזהב,וּזֲהַב,וּֽזֲהַ֛ב,,False,
2.12.2,הארץ,הָאָרֶץ,הָאָ֥רֶץ,,False,
2.12.3,ההוא,הַהִוא,הַהִ֖וא,,False,
2.12.4,טוב,טוֹב,ט֑וֹב,,False,
2.12.5,שם,שָׁם,שָׁ֥ם,,False,
2.12.6,הבדלח,הַבְּדֹלַח,הַבְּדֹ֖לַח,,False,
2.12.7,ואבן,וְאֶבֶן,וְאֶ֥בֶן,,False,
2.12.8,השהם,הַשֹּׁהַם׃,הַשֹּֽׁהַם׃,,False,
2.13.1,ושם,וְשֵׁם,וְשֵֽׁם,"(1, 2)",False,
2.13.2,הנהר,הַנָּהָר,הַנָּהָ֥ר,"(2, 2)",False,
2.13.3,השני,הַשֵּׁנִי,הַשֵּׁנִ֖י,,False,
2.13.4,גיחון,גִּיחוֹן,גִּיח֑וֹן,,False,
2.13.5,הוא,הוּא,ה֣וּא,,False,
2.13.6,הסובב,הַסּוֹבֵב,הַסּוֹבֵ֔ב,,False,
2.13.7,את,אֵת,אֵ֖ת,,False,
2.13.8,כל,כָּל,כָּל,"(1, 2)",False,
2.13.9,ארץ,אֶרֶץ,אֶ֥רֶץ,"(2, 2)",False,
2.13.10,כוש,כּוּשׁ׃,כּֽוּשׁ׃,,False,
2.14.1,ושם,וְשֵׁם,וְשֵׁ֨ם,,False,
2.14.2,הנהר,הַנָּהָר,הַנָּהָ֤ר,,False,
2.14.3,השלישי,הַשְּׁלִישִׁי,הַשְּׁלִישִׁי֙,,False,
2.14.4,חדקל,חִדֶּקֶל,חִדֶּ֔קֶל,,False,
2.14.5,הוא,הוּא,ה֥וּא,,False,
2.14.6,ההלך,הַהֹלֵךְ,הַֽהֹלֵ֖ךְ,,False,
2.14.7,קדמת,קִדְמַת,קִדְמַ֣ת,,False,
2.14.8,אשור,אַשּׁוּר,אַשּׁ֑וּר,,False,
2.14.9,והנהר,וְהַנָּהָר,וְהַנָּהָ֥ר,,False,
2.14.10,הרביעי,הָרְבִיעִי,הָֽרְבִיעִ֖י,,False,
2.14.11,הוא,הוּא,ה֥וּא,,False,
2.14.12,פרת,פְרָת׃,פְרָֽת׃,,False,
2.15.1,ויקח,וַיִּקַּח,וַיִּקַּ֛ח,,False,
2.15.2,יהוה,יְהוָה,יְהוָ֥ה,,False,
2.15.3,אלהים,אֱלֹהִים,אֱלֹהִ֖ים,,False,
2.15.4,את,אֶת,אֶת,"(1, 2)",False,
2.15.5,האדם,הָאָדָם,הָֽאָדָ֑ם,"(2, 2)",False,
2.15.6,וינחהו,וַיַּנִּחֵהוּ,וַיַּנִּחֵ֣הוּ,,False,
2.15.7,בגן,בְגַן,בְגַן,"(1, 2)",False,
2.15.8,עדן,עֵדֶן,עֵ֔דֶן,"(2, 2)",False,
2.15.9,לעבדה,לְעָבְדָהּ,לְעָבְדָ֖הּ,,False,
2.15.10,ולשמרה,וּלְשָׁמְרָהּ׃,וּלְשָׁמְרָֽהּ׃,,False,
2.16.1,ויצו,וַיְצַו,וַיְצַו֙,,False,
2.16.2,יהוה,יְהוָה,יְהוָ֣ה,,False,
2.16.3,אלהים,אֱלֹהִים,אֱלֹהִ֔ים,,False,
2.16.4,על,עַל,עַל,"(1, 2)",False,
2.16.5,האדם,הָאָדָם,הָֽאָדָ֖ם,"(2, 2)",False,
2.16.6,לאמר,לֵאמֹר,לֵאמֹ֑ר,,False,
2.16.7,מכל,מִכֹּל,מִכֹּ֥ל,,False,
2.16.8,עץ,עֵץ,עֵֽץ,"(1, 2)",False,
2.16.9,הגן,הַגָּן,הַגָּ֖ן,"(2, 2)",False,
2.16.10,אכל,אָכֹל,אָכֹ֥ל,,False,
2.16.11,תאכל,תֹּאכֵל׃,תֹּאכֵֽל׃,,False,
2.17.1,ומעץ,וּמֵעֵץ,וּמֵעֵ֗ץ,,False,
2.17.2,הדעת,הַדַּעַת,הַדַּ֙עַת֙,,False,
2.17.3,טוב,טוֹב,ט֣וֹב,,False,
2.17.4,ורע,וָרָע,וָרָ֔ע,,False,
2.17.5,לא,לֹא,לֹ֥א,,False,
2.17.6,תאכל,תֹאכַל,תֹאכַ֖ל,,False,
2.17.7,ממנו,מִמֶּנּוּ,מִמֶּ֑נּוּ,,False,
2.17.8,כי,כִּי,כִּ֗י,,False,
2.17.9,ביום,בְּיוֹם,בְּי֛וֹם,,False,
2.17.10,אכלך,אֲכָלְךָ,אֲכָלְךָ֥,,False,
2.17.11,ממנו,מִמֶּנּוּ,מִמֶּ֖נּוּ,,False,
2.17.12,מות,מוֹת,מ֥וֹת,,False,
2.17.13,תמות,תָּמוּת׃,תָּמֽוּת׃,,False,
2.18.1,ויאמר,וַיֹּאמֶר,וַיֹּ֙אמֶר֙,,False,
2.18.2,יהוה,יְהוָה,יְהוָ֣ה,,False,
2.18.3,אלהים,אֱלֹהִים,אֱלֹהִ֔ים,,False,
2.18.4,לא,לֹא,לֹא,"(1, 2)",False,
2.18.5,טוב,טוֹב,ט֛וֹב,"(2, 2)",False,
2.18.6,היות,הֱיוֹת,הֱי֥וֹת,,False,
2.18.7,האדם,הָאָדָם,הָֽאָדָ֖ם,,False,
2.18.8,לבדו,לְבַדּוֹ,לְבַדּ֑וֹ,,False,
2.18.9,אעשה,אֶעֱשֶׂהּ,אֶֽעֱשֶׂהּ,"(1, 2)",False,
2.18.10,לו,לּוֹ,לּ֥וֹ,"(2, 2)",False,
2.18.11,עזר,עֵזֶר,עֵ֖זֶר,,False,
2.18.12,כנגדו,כְּנֶגְדּוֹ׃,כְּנֶגְדּֽוֹ׃,,False,
2.19.1,ויצר,וַיִּצֶר,וַיִּצֶר֩,,False,
2.19.2,יהוה,יְהוָה,יְהוָ֨ה,,False,
2.19.3,אלהים,אֱלֹהִים,אֱלֹהִ֜ים,,False,
2.19.4,מן,מִן,מִן,"(1, 2)",False,
2.19.5,האדמה,הָאֲדָמָה,הָֽאֲדָמָ֗ה,"(2, 2)",False,
2.19.6,כל,כָּל,כָּל,"(1, 2)",False,
2.19.7,חית,חַיַּת,חַיַּ֤ת,"(2, 2)",False,
2.19.8,השדה,הַשָּׂדֶה,הַשָּׂדֶה֙,,False,
2.19.9,ואת,וְאֵת,וְאֵת֙,,False,
2.19.10,כל,כָּל,כָּל,"(1, 2)",False,
2.19.11,עוף,עוֹף,ע֣וֹף,"(2, 2)",False,
2.19.12,השמים,הַשָּׁמַיִם,הַשָּׁמַ֔יִם,,False,
2.19.13,ויבא,וַיָּבֵא,וַיָּבֵא֙,,False,
2.19.14,אל,אֶל,אֶל,"(1, 2)",False,
2.19.15,האדם,הָאָדָם,הָ֣אָדָ֔ם,"(2, 2)",False,
2.19.16,לראות,לִרְאוֹת,לִרְא֖וֹת,,False,
2.19.17,מה,מַה,מַה,"(1, 3)",False,
2.19.18,יקרא,יִּקְרָא,יִּקְרָא,"(2, 3)",False,
2.19.19,לו,לוֹ,ל֑וֹ,"(3, 3)",False,
2.19.20,וכל,וְכֹל,וְכֹל֩,,False,
2.19.21,אשר,אֲשֶׁר,אֲשֶׁ֨ר,,False,
2.19.22,יקרא,יִקְרָא,יִקְרָא,"(1, 2)",False,
2.19.23,לו,לוֹ,ל֧וֹ,"(2, 2)",False,
2.19.24,האדם,הָאָדָם,הָֽאָדָ֛ם,,False,
2.19.25,נפש,נֶפֶשׁ,נֶ֥פֶשׁ,,False,
2.19.26,חיה,חַיָּה,חַיָּ֖ה,,False,
2.19.27,הוא,הוּא,ה֥וּא,,False,
2.19.28,שמו,שְׁמוֹ׃,שְׁמֽוֹ׃,,False,
2.20.1,ויקרא,וַיִּקְרָא,וַיִּקְרָ֨א,,False,
2.20.2,האדם,הָאָדָם,הָֽאָדָ֜ם,,False,
2.20.3,שמות,שֵׁמוֹת,שֵׁמ֗וֹת,,False,
2.20.4,לכל,לְכָל,לְכָל,"(1, 2)",False,
2.20.5,הבהמה,הַבְּהֵמָה,הַבְּהֵמָה֙,"(2, 2)",False,
2.20.6,ולעוף,וּלְעוֹף,וּלְע֣וֹף,,False,
2.20.7,השמים,הַשָּׁמַיִם,הַשָּׁמַ֔יִם,,False,
2.20.8,ולכל,וּלְכֹל,וּלְכֹ֖ל,,False,
2.20.9,חית,חַיַּת,חַיַּ֣ת,,False,
2.20.10,השדה,הַשָּׂדֶה,הַשָּׂדֶ֑ה,,False,
2.20.11,ולאדם,וּלְאָדָם,וּלְאָדָ֕ם,,False,
2.20.12,לא,לֹא,לֹֽא,"(1, 2)",False,
2.20.13,מצא,מָצָא,מָצָ֥א,"(2, 2)",False,
2.20.14,עזר,עֵזֶר,עֵ֖זֶר,,False,
2.20.15,כנגדו,כְּנֶגְדּוֹ׃,כְּנֶגְדּֽוֹ׃,,False,
2.21.1,ויפל,וַיַּפֵּל,וַיַּפֵּל֩,,False,
2.21.2,יהוה,יְהוָה,יְהוָ֨ה,,False,
2.21.3,אלהים,אֱלֹהִים,אֱלֹהִ֧ים,,True,
2.21.4,תרדמה,תַּרְדֵּמָה,תַּרְדֵּמָ֛ה,,False,
2.21.5,על,עַל,עַל,"(1, 2)",False,
2.21.6,האדם,הָאָדָם,הָאָדָ֖ם,"(2, 2)",False,
2.21.7,ויישן,וַיִּישָׁן,וַיִּישָׁ֑ן,,False,
2.21.8,ויקח,וַיִּקַּח,וַיִּקַּ֗ח,,False,
2.21.9,אחת,אַחַת,אַחַת֙,,False,
2.21.10,מצלעתיו,מִצַּלְעֹתָיו,מִצַּלְעֹתָ֔יו,,False,
2.21.11,ויסגר,וַיִּסְגֹּר,וַיִּסְגֹּ֥ר,,False,
2.21.12,בשר,בָּשָׂר,בָּשָׂ֖ר,,False,
2.21.13,תחתנה,תַּחְתֶּנָּה׃,תַּחְתֶּֽנָּה׃,,False,
2.22.1,ויבן,וַיִּבֶן,וַיִּבֶן֩,,False,
2.22.2,יהוה,יְהוָה,יְהוָ֨ה,,False,
2.22.3,אלהים,אֱלֹהִים,אֱלֹהִ֧ים,,True,
2.22.4,את,אֶת,אֶֽת,"(1, 2)",False,
2.22.5,הצלע,הַצֵּלָע,הַצֵּלָ֛ע,"(2, 2)",False,
2.22.6,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
2.22.7,לקח,לָקַח,לָקַ֥ח,"(2, 2)",False,
2.22.8,מן,מִן,מִן,"(1, 2)",False,
2.22.9,האדם,הָאָדָם,הָֽאָדָ֖ם,"(2, 2)",False,
2.22.10,לאשה,לְאִשָּׁה,לְאִשָּׁ֑ה,,False,
2.22.11,ויבאה,וַיְבִאֶהָ,וַיְבִאֶ֖הָ,,False,
2.22.12,אל,אֶל,אֶל,"(1, 2)",False,
2.22.13,האדם,הָאָדָם׃,הָֽאָדָֽם׃,"(2, 2)",False,
2.23.1,ויאמר,וַיֹּאמֶר,וַיֹּאמֶר֮,,False,
2.23.2,האדם,הָאָדָם,הָֽאָדָם֒,,False,
2.23.3,זאת,זֹאת,זֹ֣את,,False,
2.23.4,הפעם,הַפַּעַם,הַפַּ֗עַם,,False,
2.23.5,עצם,עֶצֶם,עֶ֚צֶם,,False,
2.23.6,מעצמי,מֵעֲצָמַי,מֵֽעֲצָמַ֔י,,False,
2.23.7,ובשר,וּבָשָׂר,וּבָשָׂ֖ר,,False,
2.23.8,מבשרי,מִבְּשָׂרִי,מִבְּשָׂרִ֑י,,False,
2.23.9,לזאת,לְזֹאת,לְזֹאת֙,,False,
2.23.10,יקרא,יִקָּרֵא,יִקָּרֵ֣א,,False,
2.23.11,אשה,אִשָּׁה,אִשָּׁ֔ה,,False,
2.23.12,כי,כִּי,כִּ֥י,,False,
